1591660708.2566335,1591660713.8746023,5.617968797683716
1591660713.8746378,1591660719.4843328,5.609694957733154
1591660719.4843562,1591660720.2184212,0.734065055847168
1591660720.2184303,1591660720.5833664,0.36493611335754395
1591660720.5833745,1591660721.3983717,0.8149971961975098
1591660721.398381,1591660721.5433495,0.14496850967407227
1591660721.543357,1591660721.6932566,0.14989972114562988
1591660721.693263,1591660721.8332357,0.13997268676757812
1591660721.8332424,1591660722.303228,0.4699854850769043
1591660722.3032353,1591660724.334311,2.0310757160186768
1591660724.334319,1591660724.4639966,0.12967753410339355
1591660724.4640028,1591660725.9639647,1.4999618530273438
1591660725.9639716,1591660726.6039367,0.6399650573730469
1591660726.6039455,1591660727.3337526,0.7298071384429932
1591660727.3337593,1591660727.4988122,0.1650528907775879
1591660727.498819,1591660727.678707,0.1798877716064453
1591660727.6787138,1591660727.8137357,0.13502192497253418
1591660727.8137438,1591660728.158774,0.3450300693511963
1591660728.1587806,1591660728.5642931,0.40551257133483887
1591660728.56431,1591660730.1735573,1.6092472076416016
1591660730.1735651,1591660730.9934971,0.8199319839477539
1591660730.993504,1591660731.949388,0.9558839797973633
1591660731.9493957,1591660732.1143572,0.164961576461792
1591660732.1143641,1591660732.2742877,0.15992355346679688
1591660732.2742946,1591660732.4292872,0.15499258041381836
1591660732.4292943,1591660732.5793135,0.15001916885375977
1591660732.5793226,1591660732.7342277,0.15490508079528809
1591660732.7342343,1591660732.8942459,0.16001152992248535
1591660732.8942525,1591660733.2542524,0.3599998950958252
1591660733.254259,1591660733.4042125,0.14995336532592773
1591660733.4042192,1591660733.5791533,0.17493414878845215
1591660733.5791597,1591660733.7442155,0.1650557518005371
1591660733.7442229,1591660733.9241388,0.1799159049987793
