1591669242.2012222,1591669242.2012258,3.5762786865234375e-06
1591669242.2012753,1591669242.201278,2.6226043701171875e-06
1591669242.2012885,1591669242.2012913,2.86102294921875e-06
1591669242.2012994,1591669242.2013023,2.86102294921875e-06
1591669242.2013118,1591669242.2013152,3.337860107421875e-06
1591669242.2013245,1591669242.2013283,3.814697265625e-06
1591669242.2013404,1591669242.2013462,5.7220458984375e-06
1591669242.201355,1591669242.201363,8.106231689453125e-06
1591669242.2013721,1591669242.2013927,2.0503997802734375e-05
1591669242.2014022,1591669242.2014196,1.7404556274414062e-05
1591669242.201429,1591669242.2014565,2.765655517578125e-05
1591669242.2014656,1591669242.2015092,4.363059997558594e-05
1591669242.2015183,1591669242.2015874,6.914138793945312e-05
1591669242.2015967,1591669242.2017093,0.0001125335693359375
1591669242.2017186,1591669242.2018907,0.00017213821411132812
1591669242.2018998,1591669242.202177,0.0002772808074951172
1591669242.2021856,1591669242.2026458,0.0004601478576660156
1591669242.2026558,1591669242.2033775,0.0007216930389404297
1591669242.2033865,1591669242.2045517,0.001165151596069336
1591669242.2045622,1591669242.2064455,0.0018832683563232422
1591669242.2064545,1591669242.2095063,0.0030517578125
1591669242.2095163,1591669242.2144527,0.0049364566802978516
1591669242.2144628,1591669242.2225332,0.00807046890258789
1591669242.2225492,1591669242.235462,0.012912750244140625
1591669242.2354732,1591669242.2563608,0.02088761329650879
1591669242.2563708,1591669242.2901587,0.03378796577453613
1591669242.2901702,1591669242.3449042,0.054733991622924805
1591669242.3449204,1591669242.4335306,0.08861017227172852
1591669242.4335492,1591669242.5767422,0.14319300651550293
